num_snp	ispleiotropy	set	envir	pop	seed
10000	pleio	76	fluc	p3	5463
10000	pleio	76	fluc	p4	5464
10000	pleio	76	fluc	p5	5465
10000	pleio	76	cons	p6	5466
10000	pleio	76	cons	p7	5467
10000	pleio	76	cons	p8	5468
10000	pleio	76	cons	p9	5469
10000	pleio	76	cons	p10	5470
10000	pleio	77	fluc	p1	5471
10000	pleio	77	fluc	p2	5472
10000	pleio	77	fluc	p3	5473
10000	pleio	77	fluc	p4	5474
10000	pleio	77	fluc	p5	5475
10000	pleio	77	cons	p6	5476
10000	pleio	77	cons	p7	5477
10000	pleio	77	cons	p8	5478
10000	pleio	77	cons	p9	5479
10000	pleio	77	cons	p10	5480
10000	pleio	78	fluc	p1	5481
10000	pleio	78	fluc	p2	5482
10000	pleio	78	fluc	p3	5483
10000	pleio	78	fluc	p4	5484
10000	pleio	78	fluc	p5	5485
10000	pleio	78	cons	p6	5486
10000	pleio	78	cons	p7	5487
10000	pleio	78	cons	p8	5488
10000	pleio	78	cons	p9	5489
10000	pleio	78	cons	p10	5490
10000	pleio	79	fluc	p1	5491
10000	pleio	79	fluc	p2	5492
10000	pleio	79	fluc	p3	5493
10000	pleio	79	fluc	p4	5494
10000	pleio	79	fluc	p5	5495
10000	pleio	79	cons	p6	5496
10000	pleio	79	cons	p7	5497
10000	pleio	79	cons	p8	5498
10000	pleio	79	cons	p9	5499
10000	pleio	79	cons	p10	5500
10000	pleio	80	fluc	p1	5501
10000	pleio	80	fluc	p2	5502
10000	pleio	80	fluc	p3	5503
10000	pleio	80	fluc	p4	5504
10000	pleio	80	fluc	p5	5505
10000	pleio	80	cons	p6	5506
10000	pleio	80	cons	p7	5507
10000	pleio	80	cons	p8	5508
10000	pleio	80	cons	p9	5509
10000	pleio	80	cons	p10	5510
10000	pleio	81	fluc	p1	5511
10000	pleio	81	fluc	p2	5512
10000	pleio	81	fluc	p3	5513
10000	pleio	81	fluc	p4	5514
10000	pleio	81	fluc	p5	5515
10000	pleio	81	cons	p6	5516
10000	pleio	81	cons	p7	5517
10000	pleio	81	cons	p8	5518
10000	pleio	81	cons	p9	5519
10000	pleio	81	cons	p10	5520
10000	pleio	82	fluc	p1	5521
10000	pleio	82	fluc	p2	5522
10000	pleio	82	fluc	p3	5523
10000	pleio	82	fluc	p4	5524
10000	pleio	82	fluc	p5	5525
10000	pleio	82	cons	p6	5526
10000	pleio	82	cons	p7	5527
10000	pleio	82	cons	p8	5528
10000	pleio	82	cons	p9	5529
10000	pleio	82	cons	p10	5530
10000	pleio	83	fluc	p1	5531
10000	pleio	83	fluc	p2	5532
10000	pleio	83	fluc	p3	5533
10000	pleio	83	fluc	p4	5534
10000	pleio	83	fluc	p5	5535
10000	pleio	83	cons	p6	5536
10000	pleio	83	cons	p7	5537
10000	pleio	83	cons	p8	5538
10000	pleio	83	cons	p9	5539
10000	pleio	83	cons	p10	5540
10000	pleio	84	fluc	p1	5541
10000	pleio	84	fluc	p2	5542
10000	pleio	84	fluc	p3	5543
10000	pleio	84	fluc	p4	5544
10000	pleio	84	fluc	p5	5545
10000	pleio	84	cons	p6	5546
10000	pleio	84	cons	p7	5547
10000	pleio	84	cons	p8	5548
10000	pleio	84	cons	p9	5549
10000	pleio	84	cons	p10	5550
10000	pleio	85	fluc	p1	5551
10000	pleio	85	fluc	p2	5552
10000	pleio	85	fluc	p3	5553
10000	pleio	85	fluc	p4	5554
10000	pleio	85	fluc	p5	5555
10000	pleio	85	cons	p6	5556
10000	pleio	85	cons	p7	5557
10000	pleio	85	cons	p8	5558
10000	pleio	85	cons	p9	5559
10000	pleio	85	cons	p10	5560
10000	pleio	86	fluc	p1	5561
10000	pleio	86	fluc	p2	5562
10000	pleio	86	fluc	p3	5563
10000	pleio	86	fluc	p4	5564
10000	pleio	86	fluc	p5	5565
10000	pleio	86	cons	p6	5566
10000	pleio	86	cons	p7	5567
10000	pleio	86	cons	p8	5568
10000	pleio	86	cons	p9	5569
10000	pleio	86	cons	p10	5570
10000	pleio	87	fluc	p1	5571
10000	pleio	87	fluc	p2	5572
10000	pleio	87	fluc	p3	5573
10000	pleio	87	fluc	p4	5574
10000	pleio	87	fluc	p5	5575
10000	pleio	87	cons	p6	5576
10000	pleio	87	cons	p7	5577
10000	pleio	87	cons	p8	5578
10000	pleio	87	cons	p9	5579
10000	pleio	87	cons	p10	5580
10000	pleio	88	fluc	p1	5581
10000	pleio	88	fluc	p2	5582
10000	pleio	88	fluc	p3	5583
10000	pleio	88	fluc	p4	5584
10000	pleio	88	fluc	p5	5585
10000	pleio	88	cons	p6	5586
10000	pleio	88	cons	p7	5587
10000	pleio	88	cons	p8	5588
10000	pleio	88	cons	p9	5589
10000	pleio	88	cons	p10	5590
10000	pleio	89	fluc	p1	5591
10000	pleio	89	fluc	p2	5592
10000	pleio	89	fluc	p3	5593
10000	pleio	89	fluc	p4	5594
10000	pleio	89	fluc	p5	5595
10000	pleio	89	cons	p6	5596
10000	pleio	89	cons	p7	5597
10000	pleio	89	cons	p8	5598
10000	pleio	89	cons	p9	5599
10000	pleio	89	cons	p10	5600
10000	pleio	90	fluc	p1	5601
10000	pleio	90	fluc	p2	5602
10000	pleio	90	fluc	p3	5603
10000	pleio	90	fluc	p4	5604
10000	pleio	90	fluc	p5	5605
10000	pleio	90	cons	p6	5606
10000	pleio	90	cons	p7	5607
10000	pleio	90	cons	p8	5608
10000	pleio	90	cons	p9	5609
10000	pleio	90	cons	p10	5610
10000	pleio	91	fluc	p1	5611
10000	pleio	91	fluc	p2	5612
10000	pleio	91	fluc	p3	5613
10000	pleio	91	fluc	p4	5614
10000	pleio	91	fluc	p5	5615
10000	pleio	91	cons	p6	5616
10000	pleio	91	cons	p7	5617
10000	pleio	91	cons	p8	5618
10000	pleio	91	cons	p9	5619
10000	pleio	91	cons	p10	5620
10000	pleio	92	fluc	p1	5621
10000	pleio	92	fluc	p2	5622
10000	pleio	92	fluc	p3	5623
10000	pleio	92	fluc	p4	5624
10000	pleio	92	fluc	p5	5625
10000	pleio	92	cons	p6	5626
10000	pleio	92	cons	p7	5627
10000	pleio	92	cons	p8	5628
10000	pleio	92	cons	p9	5629
10000	pleio	92	cons	p10	5630
10000	pleio	93	fluc	p1	5631
10000	pleio	93	fluc	p2	5632
10000	pleio	93	fluc	p3	5633
10000	pleio	93	fluc	p4	5634
10000	pleio	93	fluc	p5	5635
10000	pleio	93	cons	p6	5636
10000	pleio	93	cons	p7	5637
10000	pleio	93	cons	p8	5638
10000	pleio	93	cons	p9	5639
10000	pleio	93	cons	p10	5640
10000	pleio	94	fluc	p1	5641
10000	pleio	94	fluc	p2	5642
10000	pleio	94	fluc	p3	5643
10000	pleio	94	fluc	p4	5644
10000	pleio	94	fluc	p5	5645
10000	pleio	94	cons	p6	5646
10000	pleio	94	cons	p7	5647
10000	pleio	94	cons	p8	5648
10000	pleio	94	cons	p9	5649
10000	pleio	94	cons	p10	5650
10000	pleio	95	fluc	p1	5651
10000	pleio	95	fluc	p2	5652
10000	pleio	95	fluc	p3	5653
10000	pleio	95	fluc	p4	5654
10000	pleio	95	fluc	p5	5655
10000	pleio	95	cons	p6	5656
10000	pleio	95	cons	p7	5657
10000	pleio	95	cons	p8	5658
10000	pleio	95	cons	p9	5659
10000	pleio	95	cons	p10	5660
10000	pleio	96	fluc	p1	5661
10000	pleio	96	fluc	p2	5662
10000	pleio	96	fluc	p3	5663
10000	pleio	96	fluc	p4	5664
10000	pleio	96	fluc	p5	5665
10000	pleio	96	cons	p6	5666
10000	pleio	96	cons	p7	5667
10000	pleio	96	cons	p8	5668
10000	pleio	96	cons	p9	5669
10000	pleio	96	cons	p10	5670
10000	pleio	97	fluc	p1	5671
10000	pleio	97	fluc	p2	5672
10000	pleio	97	fluc	p3	5673
10000	pleio	97	fluc	p4	5674
10000	pleio	97	fluc	p5	5675
10000	pleio	97	cons	p6	5676
10000	pleio	97	cons	p7	5677
10000	pleio	97	cons	p8	5678
10000	pleio	97	cons	p9	5679
10000	pleio	97	cons	p10	5680
10000	pleio	98	fluc	p1	5681
10000	pleio	98	fluc	p2	5682
10000	pleio	98	fluc	p3	5683
10000	pleio	98	fluc	p4	5684
10000	pleio	98	fluc	p5	5685
10000	pleio	98	cons	p6	5686
10000	pleio	98	cons	p7	5687
10000	pleio	98	cons	p8	5688
10000	pleio	98	cons	p9	5689
10000	pleio	98	cons	p10	5690
10000	pleio	99	fluc	p1	5691
10000	pleio	99	fluc	p2	5692
10000	pleio	99	fluc	p3	5693
10000	pleio	99	fluc	p4	5694
10000	pleio	99	fluc	p5	5695
10000	pleio	99	cons	p6	5696
10000	pleio	99	cons	p7	5697
10000	pleio	99	cons	p8	5698
10000	pleio	99	cons	p9	5699
10000	pleio	99	cons	p10	5700
10000	pleio	100	fluc	p1	5701
10000	pleio	100	fluc	p2	5702
10000	pleio	100	fluc	p3	5703
10000	pleio	100	fluc	p4	5704
10000	pleio	100	fluc	p5	5705
10000	pleio	100	cons	p6	5706
10000	pleio	100	cons	p7	5707
10000	pleio	100	cons	p8	5708
10000	pleio	100	cons	p9	5709
10000	pleio	100	cons	p10	5710
