date	time	pop	run	rep	n_egg
day2-01-04-2022	8am	wave3	1	R3	154
day2-01-04-2022	8am	wave3	1	R4	318
day2-01-04-2022	8am	wave3	1	R5	167
day2-01-04-2022	8am	wave3	2	R1	580
day2-01-04-2022	8am	wave3	2	R2	390
day2-01-04-2022	8am	wave3	2	R3	358
day2-01-04-2022	8am	wave3	2	R4	421
day2-01-04-2022	8am	wave3	2	R5	395
day2-01-04-2022	8am	wave4	1	R1	316
day2-01-04-2022	8am	wave4	1	R2	255
day2-01-04-2022	8am	wave4	1	R3	73
day2-01-04-2022	8am	wave4	1	R4	96
day2-01-04-2022	8am	wave4	1	R5	204
day2-01-04-2022	8am	wave4	2	R1	213
day2-01-04-2022	8am	wave4	2	R2	218
day2-01-04-2022	8am	wave4	2	R3	189
day2-01-04-2022	8am	wave4	2	R4	146
day2-01-04-2022	8am	wave4	2	R5	80
day3-02-04-2022	8am	anc	1	R1	155
day3-02-04-2022	8am	anc	1	R2	135
day3-02-04-2022	8am	anc	1	R3	123
day3-02-04-2022	8am	anc	1	R4	154
day3-02-04-2022	8am	anc	1	R5	192
day3-02-04-2022	8am	anc	2	R1	142
day3-02-04-2022	8am	anc	2	R2	109
day3-02-04-2022	8am	anc	2	R3	174
day3-02-04-2022	8am	anc	2	R4	207
day3-02-04-2022	8am	anc	2	R5	119
day3-02-04-2022	8am	cold	1	R1	207
day3-02-04-2022	8am	cold	1	R2	142
day3-02-04-2022	8am	cold	1	R3	132
day3-02-04-2022	8am	cold	1	R4	108
day3-02-04-2022	8am	cold	1	R5	247
day3-02-04-2022	8am	cold	2	R1	160
day3-02-04-2022	8am	cold	2	R2	141
day3-02-04-2022	8am	cold	2	R3	349
day3-02-04-2022	8am	cold	2	R4	162
day3-02-04-2022	8am	cold	2	R5	182
day3-02-04-2022	8am	constant	1	R1	242
day3-02-04-2022	8am	constant	1	R2	273
day3-02-04-2022	8am	constant	1	R3	228
day3-02-04-2022	8am	constant	1	R4	169
day3-02-04-2022	8am	constant	1	R5	214
day3-02-04-2022	8am	constant	2	R1	117
day3-02-04-2022	8am	constant	2	R2	135
day3-02-04-2022	8am	constant	2	R3	107
day3-02-04-2022	8am	constant	2	R4	96
day3-02-04-2022	8am	constant	2	R5	254
day3-02-04-2022	8am	wave1	1	R1	146
day3-02-04-2022	8am	wave1	1	R2	115
day3-02-04-2022	8am	wave1	1	R3	119
day3-02-04-2022	8am	wave1	1	R4	174
day3-02-04-2022	8am	wave1	1	R5	235
day3-02-04-2022	8am	wave1	2	R1	170
day3-02-04-2022	8am	wave1	2	R2	137
day3-02-04-2022	8am	wave1	2	R3	48
day3-02-04-2022	8am	wave1	2	R4	161
day3-02-04-2022	8am	wave1	2	R5	164
day3-02-04-2022	8am	wave2	1	R1	142
day3-02-04-2022	8am	wave2	1	R2	172
day3-02-04-2022	8am	wave2	1	R3	224
day3-02-04-2022	8am	wave2	1	R4	270
day3-02-04-2022	8am	wave2	1	R5	309
day3-02-04-2022	8am	wave2	2	R1	312
day3-02-04-2022	8am	wave2	2	R2	186
day3-02-04-2022	8am	wave2	2	R3	249
day3-02-04-2022	8am	wave2	2	R4	158
day3-02-04-2022	8am	wave2	2	R5	234
day3-02-04-2022	8am	wave3	1	R1	194
day3-02-04-2022	8am	wave3	1	R2	171
day3-02-04-2022	8am	wave3	1	R3	138
day3-02-04-2022	8am	wave3	1	R4	134
day3-02-04-2022	8am	wave3	1	R5	120
day3-02-04-2022	8am	wave3	2	R1	203
day3-02-04-2022	8am	wave3	2	R2	188
day3-02-04-2022	8am	wave3	2	R3	181
day3-02-04-2022	8am	wave3	2	R4	199
day3-02-04-2022	8am	wave3	2	R5	140
day3-02-04-2022	8am	wave4	1	R1	156
day3-02-04-2022	8am	wave4	1	R2	87
day3-02-04-2022	8am	wave4	1	R3	98
day3-02-04-2022	8am	wave4	1	R4	148
day3-02-04-2022	8am	wave4	1	R5	177
day3-02-04-2022	8am	wave4	2	R1	110
day3-02-04-2022	8am	wave4	2	R2	114
day3-02-04-2022	8am	wave4	2	R3	96
day3-02-04-2022	8am	wave4	2	R4	202
day3-02-04-2022	8am	wave4	2	R5	192
day4-03-04-2022	8am	anc	1	R1	63
day4-03-04-2022	8am	anc	1	R2	79
day4-03-04-2022	8am	anc	1	R3	103
day4-03-04-2022	8am	anc	1	R4	112
day4-03-04-2022	8am	anc	1	R5	89
day4-03-04-2022	8am	anc	2	R1	114
day4-03-04-2022	8am	anc	2	R2	89
day4-03-04-2022	8am	anc	2	R3	181
day4-03-04-2022	8am	anc	2	R4	126
day4-03-04-2022	8am	anc	2	R5	175
day4-03-04-2022	8am	cold	1	R1	223
day4-03-04-2022	8am	cold	1	R2	251
day4-03-04-2022	8am	cold	1	R3	165
day4-03-04-2022	8am	cold	1	R4	227
day4-03-04-2022	8am	cold	1	R5	178
day4-03-04-2022	8am	cold	2	R1	210
day4-03-04-2022	8am	cold	2	R2	122
day4-03-04-2022	8am	cold	2	R3	205
day4-03-04-2022	8am	cold	2	R4	136
day4-03-04-2022	8am	cold	2	R5	83
day4-03-04-2022	8am	constant	1	R1	158
day4-03-04-2022	8am	constant	1	R2	156
day4-03-04-2022	8am	constant	1	R3	114
day4-03-04-2022	8am	constant	1	R4	102
day4-03-04-2022	8am	constant	1	R5	95
day4-03-04-2022	8am	constant	2	R1	150
day4-03-04-2022	8am	constant	2	R2	106
day4-03-04-2022	8am	constant	2	R3	106
day4-03-04-2022	8am	constant	2	R4	151
day4-03-04-2022	8am	constant	2	R5	103
day4-03-04-2022	8am	wave1	1	R1	136
day4-03-04-2022	8am	wave1	1	R2	167
day4-03-04-2022	8am	wave1	1	R3	148
day4-03-04-2022	8am	wave1	1	R4	209
day4-03-04-2022	8am	wave1	1	R5	144
day4-03-04-2022	8am	wave1	2	R1	57
day4-03-04-2022	8am	wave1	2	R2	106
day4-03-04-2022	8am	wave1	2	R3	98
day4-03-04-2022	8am	wave1	2	R4	246
day4-03-04-2022	8am	wave1	2	R5	153
day4-03-04-2022	8am	wave2	1	R1	204
day4-03-04-2022	8am	wave2	1	R2	253
day4-03-04-2022	8am	wave2	1	R3	273
day4-03-04-2022	8am	wave2	1	R4	285
day4-03-04-2022	8am	wave2	1	R5	251
day4-03-04-2022	8am	wave2	2	R1	345
day4-03-04-2022	8am	wave2	2	R2	225
day4-03-04-2022	8am	wave2	2	R3	231
day4-03-04-2022	8am	wave2	2	R4	150
day4-03-04-2022	8am	wave2	2	R5	265
day4-03-04-2022	8am	wave3	1	R1	159
day4-03-04-2022	8am	wave3	1	R2	186
day4-03-04-2022	8am	wave3	1	R3	151
day4-03-04-2022	8am	wave3	1	R4	151
day4-03-04-2022	8am	wave3	1	R5	148
day4-03-04-2022	8am	wave3	2	R1	271
day4-03-04-2022	8am	wave3	2	R2	204
day4-03-04-2022	8am	wave3	2	R3	235
day4-03-04-2022	8am	wave3	2	R4	218
day4-03-04-2022	8am	wave3	2	R5	225
day4-03-04-2022	8am	wave4	1	R1	175
day4-03-04-2022	8am	wave4	1	R2	201
day4-03-04-2022	8am	wave4	1	R3	89
day4-03-04-2022	8am	wave4	1	R4	75
day4-03-04-2022	8am	wave4	1	R5	115
day4-03-04-2022	8am	wave4	2	R1	168
day4-03-04-2022	8am	wave4	2	R2	161
day4-03-04-2022	8am	wave4	2	R3	118
day4-03-04-2022	8am	wave4	2	R4	76
day4-03-04-2022	8am	wave4	2	R5	108
day5-04-04-2022	8am	anc	1	R1	63
day5-04-04-2022	8am	anc	1	R2	56
day5-04-04-2022	8am	anc	1	R3	77
day5-04-04-2022	8am	anc	1	R4	126
day5-04-04-2022	8am	anc	1	R5	68
day5-04-04-2022	8am	anc	2	R1	153
day5-04-04-2022	8am	anc	2	R2	95
day5-04-04-2022	8am	anc	2	R3	159
day5-04-04-2022	8am	anc	2	R4	129
day5-04-04-2022	8am	anc	2	R5	176
day5-04-04-2022	8am	cold	1	R1	165
day5-04-04-2022	8am	cold	1	R2	90
day5-04-04-2022	8am	cold	1	R3	83
day5-04-04-2022	8am	cold	1	R4	66
day5-04-04-2022	8am	cold	1	R5	96
day5-04-04-2022	8am	cold	2	R1	119
day5-04-04-2022	8am	cold	2	R2	110
day5-04-04-2022	8am	cold	2	R3	199
day5-04-04-2022	8am	cold	2	R4	201
day5-04-04-2022	8am	cold	2	R5	80
day5-04-04-2022	8am	constant	1	R1	179
day5-04-04-2022	8am	constant	1	R2	266
day5-04-04-2022	8am	constant	1	R3	88
day5-04-04-2022	8am	constant	1	R4	136
day5-04-04-2022	8am	constant	1	R5	65
day5-04-04-2022	8am	constant	2	R1	111
day5-04-04-2022	8am	constant	2	R2	57
day5-04-04-2022	8am	constant	2	R3	65
day5-04-04-2022	8am	constant	2	R4	56
day5-04-04-2022	8am	constant	2	R5	84
day5-04-04-2022	8am	wave1	1	R1	149
day5-04-04-2022	8am	wave1	1	R2	86
day5-04-04-2022	8am	wave1	1	R3	71
day5-04-04-2022	8am	wave1	1	R4	273
day5-04-04-2022	8am	wave1	1	R5	109
day5-04-04-2022	8am	wave1	2	R1	111
day5-04-04-2022	8am	wave1	2	R2	62
day5-04-04-2022	8am	wave1	2	R3	38
day5-04-04-2022	8am	wave1	2	R4	111
day5-04-04-2022	8am	wave1	2	R5	74
day5-04-04-2022	8am	wave2	1	R1	108
day5-04-04-2022	8am	wave2	1	R2	161
day5-04-04-2022	8am	wave2	1	R3	160
day5-04-04-2022	8am	wave2	1	R4	171
day5-04-04-2022	8am	wave2	1	R5	231
day5-04-04-2022	8am	wave2	2	R1	199
day5-04-04-2022	8am	wave2	2	R2	126
day5-04-04-2022	8am	wave2	2	R3	125
day5-04-04-2022	8am	wave2	2	R4	62
day5-04-04-2022	8am	wave2	2	R5	119
day5-04-04-2022	8am	wave3	1	R1	96
day5-04-04-2022	8am	wave3	1	R2	159
day5-04-04-2022	8am	wave3	1	R3	97
day5-04-04-2022	8am	wave3	1	R4	150
day5-04-04-2022	8am	wave3	1	R5	112
day5-04-04-2022	8am	wave3	2	R1	173
day5-04-04-2022	8am	wave3	2	R2	126
day5-04-04-2022	8am	wave3	2	R3	101
day5-04-04-2022	8am	wave3	2	R4	149
day5-04-04-2022	8am	wave3	2	R5	116
day5-04-04-2022	8am	wave4	1	R1	93
day5-04-04-2022	8am	wave4	1	R2	134
day5-04-04-2022	8am	wave4	1	R3	48
day5-04-04-2022	8am	wave4	1	R4	126
day5-04-04-2022	8am	wave4	1	R5	120
day5-04-04-2022	8am	wave4	2	R1	76
day5-04-04-2022	8am	wave4	2	R2	125
day5-04-04-2022	8am	wave4	2	R3	157
day5-04-04-2022	8am	wave4	2	R4	122
day5-04-04-2022	8am	wave4	2	R5	196
day6-05-04-2022	8am	anc	1	R1	61
day6-05-04-2022	8am	anc	1	R2	50
day6-05-04-2022	8am	anc	1	R3	104
day6-05-04-2022	8am	anc	1	R4	74
day6-05-04-2022	8am	anc	1	R5	116
day6-05-04-2022	8am	anc	2	R1	74
day6-05-04-2022	8am	anc	2	R2	104
day6-05-04-2022	8am	anc	2	R3	57
day6-05-04-2022	8am	anc	2	R4	85
day6-05-04-2022	8am	anc	2	R5	119
day6-05-04-2022	8am	cold	1	R1	264
day6-05-04-2022	8am	cold	1	R2	179
day6-05-04-2022	8am	cold	1	R3	122
day6-05-04-2022	8am	cold	1	R4	177
day6-05-04-2022	8am	cold	1	R5	64
day6-05-04-2022	8am	cold	2	R1	237
day6-05-04-2022	8am	cold	2	R2	88
day6-05-04-2022	8am	cold	2	R3	201
day6-05-04-2022	8am	cold	2	R4	192
day6-05-04-2022	8am	cold	2	R5	114
day6-05-04-2022	8am	constant	1	R1	153
day6-05-04-2022	8am	constant	1	R2	220
day6-05-04-2022	8am	constant	1	R3	140
day6-05-04-2022	8am	constant	1	R4	175
day6-05-04-2022	8am	constant	1	R5	89
day6-05-04-2022	8am	constant	2	R1	91
day6-05-04-2022	8am	constant	2	R2	147
day6-05-04-2022	8am	constant	2	R3	52
day6-05-04-2022	8am	constant	2	R4	111
day6-05-04-2022	8am	constant	2	R5	75
day6-05-04-2022	8am	wave1	1	R1	63
day6-05-04-2022	8am	wave1	1	R2	81
day6-05-04-2022	8am	wave1	1	R3	53
day6-05-04-2022	8am	wave1	1	R4	102
day6-05-04-2022	8am	wave1	1	R5	151
day6-05-04-2022	8am	wave1	2	R1	86
day6-05-04-2022	8am	wave1	2	R2	61
day6-05-04-2022	8am	wave1	2	R3	86
day6-05-04-2022	8am	wave1	2	R4	110
day6-05-04-2022	8am	wave1	2	R5	82
day6-05-04-2022	8am	wave2	1	R1	77
day6-05-04-2022	8am	wave2	1	R2	146
day6-05-04-2022	8am	wave2	1	R3	214
day6-05-04-2022	8am	wave2	1	R4	222
day6-05-04-2022	8am	wave2	1	R5	232
day6-05-04-2022	8am	wave2	2	R1	204
day6-05-04-2022	8am	wave2	2	R2	176
day6-05-04-2022	8am	wave2	2	R3	162
day6-05-04-2022	8am	wave2	2	R4	87
day6-05-04-2022	8am	wave2	2	R5	110
day6-05-04-2022	8am	wave3	1	R1	66
day6-05-04-2022	8am	wave3	1	R2	162
day6-05-04-2022	8am	wave3	1	R3	69
day6-05-04-2022	8am	wave3	1	R4	86
day6-05-04-2022	8am	wave3	1	R5	100
day6-05-04-2022	8am	wave3	2	R1	197
day6-05-04-2022	8am	wave3	2	R2	95
day6-05-04-2022	8am	wave3	2	R3	128
day6-05-04-2022	8am	wave3	2	R4	118
day6-05-04-2022	8am	wave3	2	R5	102
day6-05-04-2022	8am	wave4	1	R1	185
day6-05-04-2022	8am	wave4	1	R2	157
day6-05-04-2022	8am	wave4	1	R3	130
day6-05-04-2022	8am	wave4	1	R4	121
day6-05-04-2022	8am	wave4	1	R5	180
day6-05-04-2022	8am	wave4	2	R1	107
day6-05-04-2022	8am	wave4	2	R2	100
day6-05-04-2022	8am	wave4	2	R3	89
day6-05-04-2022	8am	wave4	2	R4	105
day6-05-04-2022	8am	wave4	2	R5	101
day1-31-03-2022	8pm	anc	1	R1	57
day1-31-03-2022	8pm	anc	1	R2	45
day1-31-03-2022	8pm	anc	1	R3	80
day1-31-03-2022	8pm	anc	1	R4	102
day1-31-03-2022	8pm	anc	1	R5	83
day1-31-03-2022	8pm	anc	2	R1	38
day1-31-03-2022	8pm	anc	2	R2	52
day1-31-03-2022	8pm	anc	2	R3	76
day1-31-03-2022	8pm	anc	2	R4	49
day1-31-03-2022	8pm	anc	2	R5	48
day1-31-03-2022	8pm	cold	1	R1	384
day1-31-03-2022	8pm	cold	1	R2	396
day1-31-03-2022	8pm	cold	1	R3	259
day1-31-03-2022	8pm	cold	1	R4	207
day1-31-03-2022	8pm	cold	1	R5	184
day1-31-03-2022	8pm	cold	2	R1	305
day1-31-03-2022	8pm	cold	2	R2	330
day1-31-03-2022	8pm	cold	2	R3	305
day1-31-03-2022	8pm	cold	2	R4	198
day1-31-03-2022	8pm	cold	2	R5	208
day1-31-03-2022	8pm	constant	1	R1	158
day1-31-03-2022	8pm	constant	1	R2	488
day1-31-03-2022	8pm	constant	1	R3	241
day1-31-03-2022	8pm	constant	1	R4	383
day1-31-03-2022	8pm	constant	1	R5	549
day1-31-03-2022	8pm	constant	2	R1	455
day1-31-03-2022	8pm	constant	2	R2	448
day1-31-03-2022	8pm	constant	2	R3	248
day1-31-03-2022	8pm	constant	2	R4	342
day1-31-03-2022	8pm	constant	2	R5	416
day1-31-03-2022	8pm	wave1	1	R1	333
day1-31-03-2022	8pm	wave1	1	R2	333
day1-31-03-2022	8pm	wave1	1	R3	525
day1-31-03-2022	8pm	wave1	1	R4	278
day1-31-03-2022	8pm	wave1	1	R5	510
day1-31-03-2022	8pm	wave1	2	R1	469
day1-31-03-2022	8pm	wave1	2	R2	608
day1-31-03-2022	8pm	wave1	2	R3	610
day1-31-03-2022	8pm	wave1	2	R4	397
day1-31-03-2022	8pm	wave1	2	R5	636
day1-31-03-2022	8pm	wave2	1	R1	669
day1-31-03-2022	8pm	wave2	1	R2	397
day1-31-03-2022	8pm	wave2	1	R3	347
day1-31-03-2022	8pm	wave2	1	R4	447
day1-31-03-2022	8pm	wave2	1	R5	413
day1-31-03-2022	8pm	wave2	2	R1	283
day1-31-03-2022	8pm	wave2	2	R2	237
day1-31-03-2022	8pm	wave2	2	R3	424
day1-31-03-2022	8pm	wave2	2	R4	560
day1-31-03-2022	8pm	wave2	2	R5	465
day1-31-03-2022	8pm	wave3	1	R1	270
day1-31-03-2022	8pm	wave3	1	R2	488
day1-31-03-2022	8pm	wave3	1	R3	445
day1-31-03-2022	8pm	wave3	1	R4	337
day1-31-03-2022	8pm	wave3	1	R5	341
day1-31-03-2022	8pm	wave3	2	R1	296
day1-31-03-2022	8pm	wave3	2	R2	323
day1-31-03-2022	8pm	wave3	2	R3	182
day1-31-03-2022	8pm	wave3	2	R4	303
day1-31-03-2022	8pm	wave3	2	R5	155
day1-31-03-2022	8pm	wave4	1	R1	333
day1-31-03-2022	8pm	wave4	1	R2	277
day1-31-03-2022	8pm	wave4	1	R3	412
day1-31-03-2022	8pm	wave4	1	R4	269
day1-31-03-2022	8pm	wave4	1	R5	208
day1-31-03-2022	8pm	wave4	2	R1	197
day1-31-03-2022	8pm	wave4	2	R2	214
day1-31-03-2022	8pm	wave4	2	R3	255
day1-31-03-2022	8pm	wave4	2	R4	203
day1-31-03-2022	8pm	wave4	2	R5	66
day2-01-04-2022	8pm	anc	1	R1	125
day2-01-04-2022	8pm	anc	1	R2	100
day2-01-04-2022	8pm	anc	1	R3	113
day2-01-04-2022	8pm	anc	1	R4	152
day2-01-04-2022	8pm	anc	1	R5	117
day2-01-04-2022	8pm	anc	2	R1	112
day2-01-04-2022	8pm	anc	2	R2	123
day2-01-04-2022	8pm	anc	2	R3	144
day2-01-04-2022	8pm	anc	2	R4	89
day2-01-04-2022	8pm	anc	2	R5	142
day2-01-04-2022	8pm	cold	1	R1	229
day2-01-04-2022	8pm	cold	1	R2	204
day2-01-04-2022	8pm	cold	1	R3	184
day2-01-04-2022	8pm	cold	1	R4	306
day2-01-04-2022	8pm	cold	1	R5	320
day2-01-04-2022	8pm	cold	2	R1	150
day2-01-04-2022	8pm	cold	2	R2	185
day2-01-04-2022	8pm	cold	2	R3	168
day2-01-04-2022	8pm	cold	2	R4	223
day2-01-04-2022	8pm	cold	2	R5	363
day2-01-04-2022	8pm	constant	1	R1	134
day2-01-04-2022	8pm	constant	1	R2	184
day2-01-04-2022	8pm	constant	1	R3	110
day2-01-04-2022	8pm	constant	1	R4	254
day2-01-04-2022	8pm	constant	1	R5	276
day2-01-04-2022	8pm	constant	2	R1	227
day2-01-04-2022	8pm	constant	2	R2	274
day2-01-04-2022	8pm	constant	2	R3	180
day2-01-04-2022	8pm	constant	2	R4	234
day2-01-04-2022	8pm	constant	2	R5	249
day2-01-04-2022	8pm	wave1	1	R1	208
day2-01-04-2022	8pm	wave1	1	R2	299
day2-01-04-2022	8pm	wave1	1	R3	260
day2-01-04-2022	8pm	wave1	1	R4	153
day2-01-04-2022	8pm	wave1	1	R5	235
day2-01-04-2022	8pm	wave1	2	R1	249
day2-01-04-2022	8pm	wave1	2	R2	298
day2-01-04-2022	8pm	wave1	2	R3	367
day2-01-04-2022	8pm	wave1	2	R4	189
day2-01-04-2022	8pm	wave1	2	R5	280
day2-01-04-2022	8pm	wave2	1	R1	265
day2-01-04-2022	8pm	wave2	1	R2	182
day2-01-04-2022	8pm	wave2	1	R3	204
day2-01-04-2022	8pm	wave2	1	R4	149
day2-01-04-2022	8pm	wave2	1	R5	223
day2-01-04-2022	8pm	wave2	2	R1	82
day2-01-04-2022	8pm	wave2	2	R2	103
day2-01-04-2022	8pm	wave2	2	R3	217
day2-01-04-2022	8pm	wave2	2	R4	248
day2-01-04-2022	8pm	wave2	2	R5	191
day2-01-04-2022	8pm	wave3	1	R1	183
day2-01-04-2022	8pm	wave3	1	R2	316
day2-01-04-2022	8pm	wave3	1	R3	214
day2-01-04-2022	8pm	wave3	1	R4	179
day2-01-04-2022	8pm	wave3	1	R5	240
day2-01-04-2022	8pm	wave3	2	R1	204
day2-01-04-2022	8pm	wave3	2	R2	132
day2-01-04-2022	8pm	wave3	2	R3	113
day2-01-04-2022	8pm	wave3	2	R4	124
day2-01-04-2022	8pm	wave3	2	R5	140
day2-01-04-2022	8pm	wave4	1	R1	169
day2-01-04-2022	8pm	wave4	1	R2	153
day2-01-04-2022	8pm	wave4	1	R3	252
day2-01-04-2022	8pm	wave4	1	R4	208
day2-01-04-2022	8pm	wave4	1	R5	200
day2-01-04-2022	8pm	wave4	2	R1	157
day2-01-04-2022	8pm	wave4	2	R2	138
day2-01-04-2022	8pm	wave4	2	R3	158
day2-01-04-2022	8pm	wave4	2	R4	158
day2-01-04-2022	8pm	wave4	2	R5	148
day3-02-04-2022	8pm	anc	1	R1	150
day3-02-04-2022	8pm	anc	1	R2	166
day3-02-04-2022	8pm	anc	1	R3	110
day3-02-04-2022	8pm	anc	1	R4	151
day3-02-04-2022	8pm	anc	1	R5	94
day3-02-04-2022	8pm	anc	2	R1	75
day3-02-04-2022	8pm	anc	2	R2	110
day3-02-04-2022	8pm	anc	2	R3	106
day3-02-04-2022	8pm	anc	2	R4	67
day3-02-04-2022	8pm	anc	2	R5	101
day3-02-04-2022	8pm	cold	1	R1	100
day3-02-04-2022	8pm	cold	1	R2	144
day3-02-04-2022	8pm	cold	1	R3	123
day3-02-04-2022	8pm	cold	1	R4	154
day3-02-04-2022	8pm	cold	1	R5	182
day3-02-04-2022	8pm	cold	2	R1	140
day3-02-04-2022	8pm	cold	2	R2	114
day3-02-04-2022	8pm	cold	2	R3	105
day3-02-04-2022	8pm	cold	2	R4	73
day3-02-04-2022	8pm	cold	2	R5	185
day3-02-04-2022	8pm	constant	1	R1	94
day3-02-04-2022	8pm	constant	1	R2	58
day3-02-04-2022	8pm	constant	1	R3	81
day3-02-04-2022	8pm	constant	1	R4	124
day3-02-04-2022	8pm	constant	1	R5	178
day3-02-04-2022	8pm	constant	2	R1	187
day3-02-04-2022	8pm	constant	2	R2	166
day3-02-04-2022	8pm	constant	2	R3	139
day3-02-04-2022	8pm	constant	2	R4	215
day3-02-04-2022	8pm	constant	2	R5	180
day3-02-04-2022	8pm	wave1	1	R1	144
day3-02-04-2022	8pm	wave1	1	R2	223
day3-02-04-2022	8pm	wave1	1	R3	228
day3-02-04-2022	8pm	wave1	1	R4	127
day3-02-04-2022	8pm	wave1	1	R5	193
day3-02-04-2022	8pm	wave1	2	R1	234
day3-02-04-2022	8pm	wave1	2	R2	270
day3-02-04-2022	8pm	wave1	2	R3	314
day3-02-04-2022	8pm	wave1	2	R4	197
day3-02-04-2022	8pm	wave1	2	R5	214
day3-02-04-2022	8pm	wave2	1	R1	210
day3-02-04-2022	8pm	wave2	1	R2	104
day3-02-04-2022	8pm	wave2	1	R3	113
day3-02-04-2022	8pm	wave2	1	R4	102
day3-02-04-2022	8pm	wave2	1	R5	101
day3-02-04-2022	8pm	wave2	2	R1	48
day3-02-04-2022	8pm	wave2	2	R2	60
day3-02-04-2022	8pm	wave2	2	R3	87
day3-02-04-2022	8pm	wave2	2	R4	177
day3-02-04-2022	8pm	wave2	2	R5	98
day3-02-04-2022	8pm	wave3	1	R1	135
day3-02-04-2022	8pm	wave3	1	R2	221
day3-02-04-2022	8pm	wave3	1	R3	124
day3-02-04-2022	8pm	wave3	1	R4	128
day3-02-04-2022	8pm	wave3	1	R5	136
day3-02-04-2022	8pm	wave3	2	R1	131
day3-02-04-2022	8pm	wave3	2	R2	181
day3-02-04-2022	8pm	wave3	2	R3	89
day3-02-04-2022	8pm	wave3	2	R4	98
day3-02-04-2022	8pm	wave3	2	R5	94
day3-02-04-2022	8pm	wave4	1	R1	160
day3-02-04-2022	8pm	wave4	1	R2	156
day3-02-04-2022	8pm	wave4	1	R3	162
day3-02-04-2022	8pm	wave4	1	R4	160
day3-02-04-2022	8pm	wave4	1	R5	209
day3-02-04-2022	8pm	wave4	2	R1	137
day3-02-04-2022	8pm	wave4	2	R2	103
day3-02-04-2022	8pm	wave4	2	R3	134
day3-02-04-2022	8pm	wave4	2	R4	127
day3-02-04-2022	8pm	wave4	2	R5	192
day4-03-04-2022	8pm	anc	1	R1	178
day4-03-04-2022	8pm	anc	1	R2	219
day4-03-04-2022	8pm	anc	1	R3	106
day4-03-04-2022	8pm	anc	1	R4	129
day4-03-04-2022	8pm	anc	1	R5	174
day4-03-04-2022	8pm	anc	2	R1	104
day4-03-04-2022	8pm	anc	2	R2	114
day4-03-04-2022	8pm	anc	2	R3	77
day4-03-04-2022	8pm	anc	2	R4	84
day4-03-04-2022	8pm	anc	2	R5	98
day4-03-04-2022	8pm	cold	1	R1	109
day4-03-04-2022	8pm	cold	1	R2	170
day4-03-04-2022	8pm	cold	1	R3	179
day4-03-04-2022	8pm	cold	1	R4	172
day4-03-04-2022	8pm	cold	1	R5	158
day4-03-04-2022	8pm	cold	2	R1	136
day4-03-04-2022	8pm	cold	2	R2	137
day4-03-04-2022	8pm	cold	2	R3	131
day4-03-04-2022	8pm	cold	2	R4	101
day4-03-04-2022	8pm	cold	2	R5	191
day4-03-04-2022	8pm	constant	1	R1	90
day4-03-04-2022	8pm	constant	1	R2	85
day4-03-04-2022	8pm	constant	1	R3	106
